,submission_id,submission_state,education,employment_status,financial_situation,percentage,does_home_shows_severe_deficit_of_electricity,age,geography,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,are_there_children_who_stopped_enrolling_in_secondary_education,are_there_teachers_at_scheduled_class_hours,are_children_attending_face_to_face_classes,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_school_and_the_teachers_have_internet_connection,do_children_have_internet_connection,were_children_3_to_17_yrs_enrolled_and_did_not_return_to_school,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
148,6180647902380032,Mérida,5,I am unemployed,Midium_situation,0.93,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,0,1,1,1
149,6664690783748096,Mérida,8,I am a student and I work part-time,Midium_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,1,1,0
150,4708129437908992,Mérida,9,"I work full-time, either as an employee or self-employed",Better_situation,0.93,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Male,0,0,0,1,0
151,6561142813229056,Miranda,7,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
152,4657914290896896,Miranda,5,I am a student,Bad_situation,0.88,0,16 to 25 years old,Rural,No,0,1,Irregularly,0,0,Female,0,0,1,0,1
153,6270011072315392,Miranda,5,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,1,Male,0,0,1,0,0
154,5409275869659136,Miranda,6,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,1,Irregularly,0,0,Female,0,1,1,1,0
155,5683827090653184,Miranda,9,None of the above,Bad_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,0,0,0,0
156,5011701601927168,Miranda,5,I am a student,Bad_situation,0.88,0,26 to 35 years old,Rural,No,0,0,Irregularly,1,0,Prefer not to answer,0,1,1,0,0
157,5033156507074560,Miranda,9,"I work part-time, either as an employee or self-employed",Good_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
158,6098493411426304,Miranda,7,I am a student and I work part-time,Good_situation,0.88,0,16 to 25 years old,City center or metropolitan area,1 day,0,0,Irregularly,0,1,Male,0,0,1,0,0
159,6671585061896192,Miranda,5,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
160,6375978837475328,Miranda,7,"I work full-time, either as an employee or self-employed",Bad_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,1,1,0,0
161,5727521319682048,Miranda,10,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,0,1,0
162,5384691292307456,Miranda,8,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
163,5738074456981504,Miranda,5,None of the above,Better_situation,0.88,0,26 to 35 years old,Rural,No,1,0,Irregularly,1,1,Male,0,0,0,1,1
164,4535770252836864,Miranda,7,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,1,0,Female,0,1,1,0,0
165,5478644087783424,Miranda,5,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,1,Female,0,1,1,1,0
166,6480224941506560,Miranda,5,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Female,0,1,1,1,0
167,5801377510195200,Miranda,7,"I work part-time, either as an employee or self-employed",Good_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Male,0,0,1,1,1
168,5545293373505536,Miranda,10,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
169,6144413259792384,Miranda,6,"I work full-time, either as an employee or self-employed",Good_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
170,6241319600259072,Miranda,9,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,Over 45 years old,Rural,Every day,0,0,There are enough,0,0,Female,0,1,1,1,1
171,6490198392438784,Miranda,6,I am unemployed,Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
172,5212698840399872,Miranda,7,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
173,6600645087068160,Miranda,8,I am a student,Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,3 days,0,0,There are enough,0,0,Male,0,1,1,1,0
174,6425679947366400,Miranda,8,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,1,Female,0,0,1,1,0
175,6009002822729728,Miranda,6,I am unemployed,Bad_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,1,Male,0,1,1,1,0
176,5185794695495680,Miranda,8,I am a student and I work part-time,Midium_situation,0.88,1,16 to 25 years old,Rural,2 days,1,1,There are enough,1,1,Male,0,1,0,0,0
177,6388939505270784,Miranda,9,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
178,5425478164021248,Miranda,9,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,1,0,Male,0,1,1,0,0
179,4864692135919616,Miranda,4,"I work part-time, either as an employee or self-employed",Better_situation,0.88,1,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,0,0,0,0
180,6192085006024704,Miranda,5,I am unemployed,Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,Every day,0,0,There are enough,0,0,Male,0,1,1,0,0
181,6077830814498816,Miranda,10,I am unemployed,Bad_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
182,5778259597066240,Miranda,9,I am unemployed,Better_situation,0.88,0,26 to 35 years old,City center or metropolitan area,Every day,0,0,There are enough,0,0,Female,0,1,1,0,0
183,4739012064706560,Miranda,5,I am a student and I work part-time,Midium_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
184,6624537855918080,Miranda,10,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,1,1,0
185,5847885798440960,Miranda,8,None of the above,Better_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
186,5449445541150720,Miranda,9,I am unemployed,Midium_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
187,5834069945614336,Lara,5,I am unemployed,Midium_situation,0.95,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Male,0,0,0,1,0
188,5091060517961728,Lara,4,I am a student,Better_situation,0.95,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Male,0,1,1,1,0
189,6403775463161856,Lara,9,"I do housework, fulfilling domestic tasks, looking after children",Good_situation,0.95,0,26 to 35 years old,City center or metropolitan area,No,0,1,There are not enough,1,1,Female,0,1,1,1,0
190,5249443728457728,Apure,5,I am a student,Better_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are enough,1,0,Female,0,1,1,0,0
191,6391763714703360,Apure,4,I am a student,Bad_situation,0.96,0,16 to 25 years old,Rural,No,0,0,There are enough,0,0,Male,0,1,1,0,0
192,5378937160204288,Apure,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,0,0,1,0
193,4537107128516608,Apure,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,Rural,No,1,0,Irregularly,0,0,Male,0,1,1,1,1
194,5393260205047808,Apure,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
195,5835565332430848,Monagas,6,I am unemployed,Midium_situation,0.97,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,1,Male,0,0,0,0,0
196,4676944485679104,Bolívar,4,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,36 to 45 years old,Rural,2 days,0,0,Irregularly,0,0,Female,0,1,0,0,0
197,4647408607952896,Zulia,9,I am a student and I work part-time,Midium_situation,0.96,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,0,1,1,0
198,5105649292935168,Lara,8,I am a student and I work part-time,Bad_situation,0.95,1,16 to 25 years old,Rural,No,0,0,Irregularly,0,0,Female,0,1,1,0,0
199,5872745857679360,Lara,4,None of the above,Bad_situation,0.95,0,36 to 45 years old,Rural,No,0,0,There are not enough,0,0,Female,0,1,1,0,0
200,5918865149394944,Lara,5,"I work full-time, either as an employee or self-employed",Bad_situation,0.95,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,0,1,1,0
201,6169103097397248,Lara,9,"I work full-time, either as an employee or self-employed",Better_situation,0.95,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Male,0,1,1,1,0
202,4753281355350016,Lara,4,I am unable to work due to long-term illness or disability,Bad_situation,0.95,0,Over 45 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,0,0
203,5076300275646464,Lara,7,I am a student,Midium_situation,0.95,0,16 to 25 years old,Rural,No,0,0,There are enough,0,0,Male,0,1,1,1,0
204,4792392535506944,Lara,9,I am a student,Midium_situation,0.95,1,36 to 45 years old,Rural,No,0,0,Irregularly,0,0,Female,0,1,1,1,1
205,5767892804304896,Lara,5,I am unemployed,Bad_situation,0.95,1,Over 45 years old,Suburban/Peri-urban,No,1,1,There are not enough,1,1,Male,0,1,1,1,1
206,5029716993245184,Lara,9,"I work full-time, either as an employee or self-employed",Good_situation,0.95,0,26 to 35 years old,Rural,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
207,5735389313892352,Carabobo,5,I am unemployed,Midium_situation,0.93,0,16 to 25 years old,Rural,No,0,0,There are enough,0,0,Female,0,0,0,0,0
208,6327935350079488,Carabobo,9,"I work full-time, either as an employee or self-employed",Good_situation,0.93,0,26 to 35 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,1
209,6003882819059712,Carabobo,5,"I work full-time, either as an employee or self-employed",Good_situation,0.93,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
210,6115322439663616,Miranda,7,"I work part-time, either as an employee or self-employed",Good_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
211,4852289461551104,Miranda,7,"I do housework, fulfilling domestic tasks, looking after children",Midium_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,1,0
212,4510955609522176,Miranda,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,1,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
213,5940799681593344,Miranda,9,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,1,0
214,5133522124931072,Miranda,10,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Male,0,1,1,0,0
215,6313820141387776,Miranda,9,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,1,Prefer not to answer,0,0,0,1,1
216,4908006813990912,Miranda,9,"I work part-time, either as an employee or self-employed",Good_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,0,0
217,6372914059542528,Miranda,5,I am a student,Bad_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,0,Female,0,1,1,1,0
218,6710411381702656,Miranda,9,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,Over 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,1,0,Male,0,1,1,0,0
219,4845401021874176,Miranda,5,I am a student,Midium_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,Every day,0,0,Irregularly,0,0,Female,0,0,0,0,0
220,6457380346003456,Miranda,5,"I do housework, fulfilling domestic tasks, looking after children",Better_situation,0.88,0,26 to 35 years old,Suburban/Peri-urban,No,0,0,Irregularly,0,1,Female,0,1,1,1,0
221,6588250969079808,Miranda,7,"I work part-time, either as an employee or self-employed",Good_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,1,0
222,5612736993296384,Miranda,10,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,Over 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,1,Female,0,1,1,0,0
223,4685516904857600,Miranda,9,"I work part-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,1,1,1,0
224,5430331409956864,Miranda,8,"I work full-time, either as an employee or self-employed",Bad_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,1 day,0,0,There are enough,1,1,Female,0,1,1,0,0
225,6396367818981376,Miranda,9,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Female,0,1,1,0,0
226,4628108157386752,Miranda,5,I am a student and I work part-time,Midium_situation,0.88,0,16 to 25 years old,Suburban/Peri-urban,No,0,0,There are enough,0,0,Female,0,1,1,0,0
227,5801084596781056,Miranda,9,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Female,0,1,1,1,0
228,5357866721738752,Miranda,5,"I work part-time, either as an employee or self-employed",Bad_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,0,1,1,1
229,4717128199700480,Miranda,6,I am a student,Midium_situation,0.88,0,16 to 25 years old,City center or metropolitan area,No,0,0,Irregularly,1,0,Male,0,0,0,0,0
230,5195228356280320,Miranda,7,"I work part-time, either as an employee or self-employed",Midium_situation,0.88,0,Over 45 years old,Suburban/Peri-urban,No,0,0,Irregularly,1,0,Female,0,0,1,0,0
231,5946823641661440,Miranda,7,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,1,Female,0,0,1,1,0
232,6565824394690560,Miranda,10,"I work full-time, either as an employee or self-employed",Better_situation,0.88,0,Over 45 years old,Suburban/Peri-urban,No,0,0,There are not enough,0,0,Female,0,0,1,0,0
233,6352831060901888,Miranda,7,"I do housework, fulfilling domestic tasks, looking after children",Good_situation,0.88,0,26 to 35 years old,City center or metropolitan area,No,1,1,There are not enough,0,1,Female,0,0,0,1,0
234,4764741250842624,Miranda,5,"I work full-time, either as an employee or self-employed",Midium_situation,0.88,0,Over 45 years old,City center or metropolitan area,No,0,0,There are not enough,0,0,Male,0,1,1,1,0
235,4710654996119552,Zulia,4,"I do housework, fulfilling domestic tasks, looking after children",Bad_situation,0.96,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Female,0,1,0,1,0
236,6119185561419776,Zulia,5,I am unemployed,Bad_situation,0.96,1,26 to 35 years old,Rural,No,0,0,There are not enough,0,0,Female,0,0,1,0,1
237,6508926211457024,Zulia,9,I am a student and I work part-time,Midium_situation,0.96,0,36 to 45 years old,City center or metropolitan area,No,0,0,There are enough,0,0,Male,0,1,1,0,0
238,4678118488145920,Zulia,7,"I work full-time, either as an employee or self-employed",Midium_situation,0.96,0,26 to 35 years old,Rural,No,0,0,There are enough,0,0,Male,0,1,1,1,0
239,5802648401084416,Zulia,7,"I work part-time, either as an employee or self-employed",Better_situation,0.96,0,26 to 35 years old,City center or metropolitan area,No,0,0,Irregularly,0,0,Male,0,0,1,1,0
240,4609091384377344,Zulia,5,I am unemployed,Midium_situation,0.96,0,26 to 35 years old,Rural,No,0,0,There are not enough,0,0,Female,0,1,1,1,0
