,submission_id,submission_state,education,employment_status,percentage,financial_situation,age,are_children_attending_face_to_face_classes,does_home_shows_severe_deficit_of_electricity,do_children_3_and_17_yrs_receive_regular_school_meals,are_there_children_who_stopped_enrolling_in_primary_education,geography,are_there_teachers_at_scheduled_class_hours,are_there_children_who_stopped_enrolling_in_secondary_education,are_children_being_teached_by_unqualified_people,gender,does_home_shows_severe_deficit_of_internet,do_children_have_internet_connection,do_school_and_the_teachers_have_internet_connection,do_children_3_to_17_yrs_miss_virtual_class_due_to_lack_of_electricity,do_children_3_to_17_yrs_miss_class_or_in_lower_grade
263,4692829472555008,Táchira,5,I am unemployed,0.93,Bad_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,1,0,Male,0,1,1,0,0
266,5131867421671424,Zulia,5,I am unemployed,0.96,Better_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,There are enough,1,0,Female,0,1,1,0,0
267,6335797187051520,Zulia,9,None of the above,0.96,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Male,0,1,1,1,1
269,6286772316405760,Zulia,9,"I work full-time, either as an employee or self-employed",0.96,Bad_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Female,0,0,0,0,0
271,5362510571241472,Zulia,7,I am a student,0.96,Midium_situation,26 to 35 years old,0,1,No,1,Rural,Irregularly,0,0,Female,0,1,1,1,1
272,6194410990862336,Zulia,8,"I work full-time, either as an employee or self-employed",0.96,Good_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Male,0,1,1,0,0
274,4623292827959296,Sucre,7,"I do housework, fulfilling domestic tasks, looking after children",0.98,Better_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
275,4964200488370176,Táchira,5,"I work part-time, either as an employee or self-employed",0.93,Better_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,0,1,1,1,0
276,6357966969372672,Sucre,5,"I do housework, fulfilling domestic tasks, looking after children",0.98,Bad_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,0,0,1,0
279,6502652539305984,Sucre,4,"I do housework, fulfilling domestic tasks, looking after children",0.98,Better_situation,36 to 45 years old,1,0,No,0,Suburban/Peri-urban,There are not enough,0,1,Female,0,1,0,0,0
280,5510629581651968,Táchira,8,I am a student and I work part-time,0.93,Better_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,0,Female,0,1,1,1,0
281,4782097951883264,Táchira,5,I am a student,0.93,Good_situation,16 to 25 years old,0,0,No,0,Rural,There are enough,0,0,Female,0,1,1,1,0
284,5180319753043968,Sucre,4,"I do housework, fulfilling domestic tasks, looking after children",0.98,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,1,Female,0,1,1,1,0
287,5693862936051712,Táchira,5,None of the above,0.93,Good_situation,16 to 25 years old,1,0,Every day,1,Rural,There are not enough,1,0,Male,0,0,0,1,1
289,6173730052243456,Sucre,9,"I work part-time, either as an employee or self-employed",0.98,Midium_situation,16 to 25 years old,0,0,No,1,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,1,0
290,6588330224648192,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Good_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,1,1,1
291,5231543378509824,Sucre,8,I am a student and I work part-time,0.98,Midium_situation,16 to 25 years old,0,1,No,1,Suburban/Peri-urban,Irregularly,1,1,Male,0,1,1,1,1
293,6420007771963392,Zulia,10,"I work part-time, either as an employee or self-employed",0.96,Better_situation,36 to 45 years old,0,0,No,1,City center or metropolitan area,There are enough,0,1,Male,0,1,1,1,0
295,6074083656859648,Sucre,8,I am unemployed,0.98,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Female,0,1,1,0,0
297,5737656519753728,Táchira,10,I am unemployed,0.93,Better_situation,36 to 45 years old,0,0,No,1,Suburban/Peri-urban,There are not enough,0,1,Female,0,1,0,1,1
298,5847654641958912,Monagas,5,I am a student,0.97,Bad_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Female,0,1,1,0,0
300,5361701825544192,Monagas,5,I am a student,0.97,Bad_situation,16 to 25 years old,0,0,Every day,1,City center or metropolitan area,There are enough,1,0,Male,0,1,1,1,0
302,6427532554665984,Lara,10,"I work full-time, either as an employee or self-employed",0.95,Good_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Male,0,1,0,0,0
304,6066240761364480,Lara,5,None of the above,0.95,Midium_situation,16 to 25 years old,0,1,No,1,City center or metropolitan area,There are enough,1,1,Female,0,0,1,1,0
306,5481716633567232,Lara,5,I am unemployed,0.95,Better_situation,Over 45 years old,0,1,No,0,Suburban/Peri-urban,There are not enough,0,1,Male,0,1,1,1,1
309,5512167028948992,Bolívar,5,I am a student,0.96,Midium_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,1,Female,0,1,0,1,0
310,4839618435612672,Bolívar,9,"I work part-time, either as an employee or self-employed",0.96,Good_situation,26 to 35 years old,0,0,2 days,0,City center or metropolitan area,Irregularly,0,0,Male,0,1,1,0,0
311,5872676987207680,Bolívar,8,I am retired,0.96,Good_situation,Over 45 years old,0,0,No,1,City center or metropolitan area,There are enough,0,0,Male,0,1,1,0,0
316,6735348632911872,Bolívar,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,0,1,0
317,6178714399539200,Bolívar,7,"I work part-time, either as an employee or self-employed",0.96,Bad_situation,Over 45 years old,0,1,No,1,Rural,There are not enough,0,0,Male,0,1,1,1,0
319,5434108028387328,Lara,6,I am a student,0.95,Bad_situation,16 to 25 years old,0,1,No,1,Rural,Irregularly,1,1,Female,0,1,1,0,1
321,6557313883439104,Vargas,9,"I work full-time, either as an employee or self-employed",0.9340446876424989,Better_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,1,Female,0,0,1,1,0
324,5593988387307520,Vargas,5,"I do housework, fulfilling domestic tasks, looking after children",0.9340446876424989,Better_situation,36 to 45 years old,0,0,No,1,Suburban/Peri-urban,Irregularly,1,0,Female,0,1,0,0,1
327,5382673781751808,Táchira,5,"I do housework, fulfilling domestic tasks, looking after children",0.93,Midium_situation,36 to 45 years old,0,1,No,1,Rural,There are enough,0,0,Female,0,1,1,1,0
329,4991779681337344,Táchira,8,I am a student and I work part-time,0.93,Midium_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are enough,1,0,Female,0,1,0,1,0
330,4685780709801984,Táchira,7,"I do housework, fulfilling domestic tasks, looking after children",0.93,Bad_situation,26 to 35 years old,0,0,No,0,Rural,Irregularly,0,0,Female,0,0,1,1,0
334,4754499028910080,Táchira,5,I am retired,0.93,Bad_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Female,0,1,1,1,1
336,6071894901260288,Táchira,5,I am a student,0.93,Better_situation,26 to 35 years old,1,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
339,6121821798924288,Táchira,4,I am a student,0.93,Midium_situation,16 to 25 years old,0,0,No,1,Rural,There are enough,1,0,Female,0,1,1,1,1
340,5905455238086656,Táchira,5,I am a student and I work part-time,0.93,Midium_situation,16 to 25 years old,0,1,No,0,Rural,Irregularly,0,0,Male,0,1,0,1,1
341,5684636356444160,Táchira,8,"I work full-time, either as an employee or self-employed",0.93,Better_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Female,0,1,1,0,0
345,5451582824251392,Táchira,9,I am unemployed,0.93,Midium_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Non-Binary,0,1,1,1,0
347,5563495528792064,Táchira,9,"I work full-time, either as an employee or self-employed",0.93,Better_situation,26 to 35 years old,0,0,Every day,0,Suburban/Peri-urban,There are not enough,0,1,Male,0,1,0,1,0
348,4715905341980672,Táchira,1,I am a student,0.93,Bad_situation,16 to 25 years old,0,0,2 days,0,Suburban/Peri-urban,There are not enough,1,1,Prefer not to answer,0,1,1,1,1
350,5918447379939328,Táchira,6,"I work full-time, either as an employee or self-employed",0.93,Good_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Male,0,1,0,1,0
353,6143182432894976,Táchira,9,"I work part-time, either as an employee or self-employed",0.93,Better_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,1,1,0
354,4597682005082112,Táchira,5,I am retired,0.93,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,0,0,1,0
355,4835850222567424,Táchira,4,"I do housework, fulfilling domestic tasks, looking after children",0.93,Better_situation,Over 45 years old,0,1,No,0,Rural,Irregularly,0,0,Female,0,1,1,0,0
356,6443671414374400,Táchira,5,"I do housework, fulfilling domestic tasks, looking after children",0.93,Midium_situation,36 to 45 years old,0,0,No,0,Rural,Irregularly,0,0,Female,0,1,1,1,0
358,5600470684139520,Táchira,10,"I work part-time, either as an employee or self-employed",0.93,Bad_situation,36 to 45 years old,1,0,No,1,City center or metropolitan area,There are enough,0,0,Male,0,0,0,1,0
360,6219105710637056,Táchira,9,I am unemployed,0.93,Good_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Female,0,1,1,1,0
362,6595903627722752,Táchira,5,"I work full-time, either as an employee or self-employed",0.93,Good_situation,Over 45 years old,0,1,No,0,Suburban/Peri-urban,There are not enough,0,0,Male,0,1,0,1,0
364,6089507689725952,Táchira,6,"I work part-time, either as an employee or self-employed",0.93,Midium_situation,26 to 35 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Male,0,1,0,1,0
366,6727728689840128,Táchira,4,I am unemployed,0.93,Bad_situation,26 to 35 years old,0,1,No,0,Suburban/Peri-urban,Irregularly,0,0,Male,0,1,1,0,0
367,5348507686010880,Táchira,4,I am unemployed,0.93,Better_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,1,0,0
368,4612471842406400,Táchira,9,"I do housework, fulfilling domestic tasks, looking after children",0.93,Bad_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,There are enough,0,0,Female,0,0,1,0,0
370,5635806520934400,Táchira,7,"I do housework, fulfilling domestic tasks, looking after children",0.93,Bad_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
371,6035284935573504,Táchira,8,I am a student,0.93,Better_situation,16 to 25 years old,0,1,No,0,Suburban/Peri-urban,There are not enough,1,0,Male,0,1,0,1,0
373,5508259883778048,Distrito Federal,9,"I work full-time, either as an employee or self-employed",0.9,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Male,0,1,1,1,0
375,5113214378704896,Distrito Federal,4,I am a student,0.9,Good_situation,16 to 25 years old,1,1,Every day,1,Rural,Irregularly,1,1,Male,0,1,1,0,1
377,6162943627755520,Distrito Federal,8,I am unemployed,0.9,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Female,0,1,0,1,0
378,6652776812904448,Distrito Federal,6,I am a student,0.9,Midium_situation,16 to 25 years old,0,0,No,0,Rural,Irregularly,0,0,Female,0,1,0,0,0
380,5847185634885632,Distrito Federal,5,None of the above,0.9,Bad_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Female,0,0,0,1,0
381,5596599727423488,Distrito Federal,10,I am retired,0.9,Good_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,0,Male,0,1,0,0,0
382,5552620671598592,Distrito Federal,7,"I work full-time, either as an employee or self-employed",0.9,Better_situation,26 to 35 years old,0,0,Every day,1,City center or metropolitan area,There are not enough,1,0,Male,0,1,1,1,0
384,5633478128566272,Distrito Federal,8,I am a student and I work part-time,0.9,Midium_situation,26 to 35 years old,0,0,Every day,0,Rural,There are enough,0,0,Male,0,1,1,0,0
385,6273922847997952,Distrito Federal,10,I am unemployed,0.9,Midium_situation,Over 45 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Male,0,1,0,1,0
388,5621511879917568,Miranda,9,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,26 to 35 years old,1,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,0,1,1,1,0
391,5211158893297664,Miranda,4,"I do housework, fulfilling domestic tasks, looking after children",0.88,Bad_situation,Over 45 years old,1,1,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,1,0
392,5228766715707392,Miranda,5,I am a student,0.88,Good_situation,16 to 25 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,1,0
393,5834058604216320,Miranda,5,"I work part-time, either as an employee or self-employed",0.88,Better_situation,Over 45 years old,0,0,No,0,Suburban/Peri-urban,There are enough,0,0,Male,0,1,1,0,0
394,4821008761749504,Miranda,5,I am retired,0.88,Better_situation,Over 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Male,0,1,1,0,0
395,5026458455244800,Miranda,5,"I work part-time, either as an employee or self-employed",0.88,Better_situation,Over 45 years old,0,0,Every day,0,City center or metropolitan area,There are enough,0,0,Female,0,1,0,1,0
396,5796597832351744,Miranda,8,"I work full-time, either as an employee or self-employed",0.88,Bad_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are not enough,0,1,Male,0,1,1,1,1
399,4752012595167232,Miranda,6,"I work part-time, either as an employee or self-employed",0.88,Better_situation,Over 45 years old,0,0,Every day,0,Suburban/Peri-urban,There are enough,0,0,Female,0,1,1,0,0
402,6124501875294208,Bolívar,9,"I work part-time, either as an employee or self-employed",0.96,Good_situation,Over 45 years old,0,0,1 day,0,City center or metropolitan area,There are enough,0,1,Male,0,0,1,1,0
403,5690851761324032,Bolívar,8,I am a student and I work part-time,0.96,Midium_situation,16 to 25 years old,0,0,No,1,City center or metropolitan area,Irregularly,0,1,Female,0,1,1,0,0
406,6523098999554048,Lara,5,"I work part-time, either as an employee or self-employed",0.95,Midium_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are not enough,1,0,Male,0,1,1,1,0
408,6047971799203840,Distrito Federal,5,"I work part-time, either as an employee or self-employed",0.9,Better_situation,Over 45 years old,1,1,No,0,City center or metropolitan area,Irregularly,0,0,Male,0,1,0,0,1
410,6671937786085376,Bolívar,6,I am a student,0.96,Good_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,0,1,0,1,0
411,6223928019386368,Bolívar,9,"I work part-time, either as an employee or self-employed",0.96,Bad_situation,16 to 25 years old,0,0,No,0,Suburban/Peri-urban,There are not enough,0,0,Male,0,1,1,1,0
413,5403486924832768,Lara,9,"I work full-time, either as an employee or self-employed",0.95,Good_situation,26 to 35 years old,1,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
415,5241514782621696,Lara,5,I am unemployed,0.95,Midium_situation,36 to 45 years old,0,0,No,0,Suburban/Peri-urban,Irregularly,0,0,Female,0,1,0,1,0
416,5191395668393984,Bolívar,5,I am a student,0.96,Bad_situation,16 to 25 years old,0,1,No,0,City center or metropolitan area,Irregularly,0,1,Female,0,1,0,1,0
417,5765321947611136,Lara,9,I am unemployed,0.95,Midium_situation,36 to 45 years old,0,0,No,1,Rural,There are not enough,0,0,Female,0,1,1,1,0
421,6365959903510528,Bolívar,9,"I work part-time, either as an employee or self-employed",0.96,Good_situation,26 to 35 years old,0,1,No,0,City center or metropolitan area,There are enough,0,0,Female,0,0,1,1,1
422,5211056149626880,Bolívar,7,I am unemployed,0.96,Midium_situation,36 to 45 years old,0,0,No,0,Rural,There are not enough,0,0,Male,0,1,1,0,0
424,5381892097703936,Bolívar,9,"I work part-time, either as an employee or self-employed",0.96,Midium_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Male,0,1,1,0,0
426,5608777415131136,Distrito Federal,7,"I work part-time, either as an employee or self-employed",0.9,Midium_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,There are enough,0,0,Female,0,1,1,0,0
429,6524725315764224,Bolívar,9,"I work part-time, either as an employee or self-employed",0.96,Better_situation,26 to 35 years old,0,0,No,1,Suburban/Peri-urban,Irregularly,0,1,Male,0,1,1,0,0
432,4776912533848064,Mérida,8,I am a student and I work part-time,0.93,Bad_situation,26 to 35 years old,1,0,No,0,City center or metropolitan area,There are not enough,0,1,Female,0,1,1,1,0
433,5476484457431040,Mérida,7,"I work part-time, either as an employee or self-employed",0.93,Good_situation,36 to 45 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Male,0,1,1,1,0
434,5084899236380672,Mérida,10,"I work part-time, either as an employee or self-employed",0.93,Midium_situation,26 to 35 years old,0,0,No,0,City center or metropolitan area,Irregularly,0,0,Female,0,1,1,0,0
435,5675101663264768,Anzoátegui,10,"I work full-time, either as an employee or self-employed",0.95,Good_situation,26 to 35 years old,0,0,No,1,City center or metropolitan area,Irregularly,0,0,Male,0,1,0,0,0
